ncbi_assembly_name,ncbi_genbank_assembly_accession,ncbi_bioproject,ncbi_biosample,ncbi_assembly_level,ncbi_organism_name,ncbi_refseq_category,ncbi_genome_representation,parsed_genome_accession,# assembly_accession,ftp_path,asm_name
ASM156379v1,GCA_001563795.1,PRJNA286221,SAMN04123324,Contig,Haloferacaceae archaeon B1-Br10_E2g22,na,full,GCA_001563795.1,GCA_001563795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/795/GCA_001563795.1_ASM156379v1,ASM156379v1
ASM156380v1,GCA_001563805.1,PRJNA286221,SAMN04123323,Contig,Natrialbaceae archaeon B1-Br10_E2g2,na,full,GCA_001563805.1,GCA_001563805.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/805/GCA_001563805.1_ASM156380v1,ASM156380v1
ASM156387v1,GCA_001563875.1,PRJNA286221,SAMN04124417,Contig,Nanohaloarchaea archaeon B1-Br10_U2g1,na,full,GCA_001563875.1,GCA_001563875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/875/GCA_001563875.1_ASM156387v1,ASM156387v1
ASM156388v1,GCA_001563885.1,PRJNA286221,SAMN04124416,Contig,Natrialbaceae archaeon B1-Br10_E2g27,na,full,GCA_001563885.1,GCA_001563885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/885/GCA_001563885.1_ASM156388v1,ASM156388v1
ASM156390v1,GCA_001563905.1,PRJNA286221,SAMN04124418,Contig,Nanohaloarchaea archaeon B1-Br10_U2g19,na,full,GCA_001563905.1,GCA_001563905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/905/GCA_001563905.1_ASM156390v1,ASM156390v1
ASM156391v1,GCA_001563915.1,PRJNA286221,SAMN04124421,Contig,Nanohaloarchaea archaeon B1-Br10_U2g21,na,full,GCA_001563915.1,GCA_001563915.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/915/GCA_001563915.1_ASM156391v1,ASM156391v1
ASM156396v1,GCA_001563965.1,PRJNA286221,SAMN04124448,Contig,Haloferacaceae archaeon PL-Br10_E2g29,na,full,GCA_001563965.1,GCA_001563965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/965/GCA_001563965.1_ASM156396v1,ASM156396v1
ASM156399v1,GCA_001563995.1,PRJNA286221,SAMN04124452,Contig,Nanohaloarchaea archaeon PL-Br10_U2g16,na,full,GCA_001563995.1,GCA_001563995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/995/GCA_001563995.1_ASM156399v1,ASM156399v1
ASM156403v1,GCA_001564035.1,PRJNA286221,SAMN04124454,Contig,Nanohaloarchaea archaeon PL-Br10_U2g27,na,full,GCA_001564035.1,GCA_001564035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/035/GCA_001564035.1_ASM156403v1,ASM156403v1
ASM156411v1,GCA_001564115.1,PRJNA286221,SAMN04125315,Contig,Natrialbaceae archaeon Tc-Br11_E2g8,na,full,GCA_001564115.1,GCA_001564115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/115/GCA_001564115.1_ASM156411v1,ASM156411v1
ASM156413v1,GCA_001564135.1,PRJNA286221,SAMN04125316,Contig,Halobacteriaceae archaeon Tc-Br11_E2g27,na,full,GCA_001564135.1,GCA_001564135.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/135/GCA_001564135.1_ASM156413v1,ASM156413v1
ASM156414v1,GCA_001564145.1,PRJNA286221,SAMN04124435,Contig,Nanohaloarchaea archaeon B1-Br10_U2g29,na,full,GCA_001564145.1,GCA_001564145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/145/GCA_001564145.1_ASM156414v1,ASM156414v1
ASM156420v1,GCA_001564205.1,PRJNA286221,SAMN04124455,Contig,Nanohaloarchaea archaeon PL-Br10_U2g5,na,full,GCA_001564205.1,GCA_001564205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/205/GCA_001564205.1_ASM156420v1,ASM156420v1
ASM156425v1,GCA_001564255.1,PRJNA286221,SAMN04125286,Contig,Natrialbaceae archaeon Tc-Br11_E2g1,na,full,GCA_001564255.1,GCA_001564255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/255/GCA_001564255.1_ASM156425v1,ASM156425v1
ASM156427v1,GCA_001564275.1,PRJNA286221,SAMN04125312,Contig,Natrialbaceae archaeon Tc-Br11_E2g14,na,full,GCA_001564275.1,GCA_001564275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/275/GCA_001564275.1_ASM156427v1,ASM156427v1
ASM156428v1,GCA_001564285.1,PRJNA286221,SAMN04125314,Contig,Natrialbaceae archaeon Tc-Br11_E2g28,na,full,GCA_001564285.1,GCA_001564285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/564/285/GCA_001564285.1_ASM156428v1,ASM156428v1
ASM157138v1,GCA_001571385.1,PRJNA224116,SAMD00044721,Contig,Methanofollis ethanolicus,representative genome,full,GCF_001571385.1,GCA_001571385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/385/GCA_001571385.1_ASM157138v1,ASM157138v1
ASM157140v1,GCA_001571405.1,PRJNA224116,SAMD00044722,Contig,Methanoculleus thermophilus,representative genome,full,GCF_001571405.1,GCA_001571405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/405/GCA_001571405.1_ASM157140v1,ASM157140v1
ASM157756v1,GCA_001577565.1,PRJNA308326,SAMN04432770,Contig,Methanolobus sp. T82-4,na,full,GCA_001577565.1,GCA_001577565.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/565/GCA_001577565.1_ASM157756v1,ASM157756v1
ASM157777v1,GCA_001577775.1,PRJNA224116,SAMN03323778,Complete Genome,Pyrococcus kukulkanii,representative genome,full,GCF_001577775.1,GCA_001577775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1,ASM157777v1
ASM158757v1,GCA_001587575.1,PRJNA293769,SAMN04009752,Contig,Arc I group archaeon BMIXfssc0709_Meth_Bin006,na,full,GCA_001587575.1,GCA_001587575.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/575/GCA_001587575.1_ASM158757v1,ASM158757v1
ASM158759v1,GCA_001587595.1,PRJNA293767,SAMN04009747,Scaffold,Arc I group archaeon ADurb1013_Bin02101,na,full,GCA_001587595.1,GCA_001587595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/595/GCA_001587595.1_ASM158759v1,ASM158759v1
ASM158767v1,GCA_001587675.1,PRJNA293769,SAMN04009068,Contig,Arc I group archaeon U1lsi0528_Bin089,na,full,GCA_001587675.1,GCA_001587675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/675/GCA_001587675.1_ASM158767v1,ASM158767v1
ASM158771v1,GCA_001587715.1,PRJNA293769,SAMN04008119,Contig,Arc I group archaeon U1lsi0528_Bin055,na,full,GCA_001587715.1,GCA_001587715.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/715/GCA_001587715.1_ASM158771v1,ASM158771v1
ASM159243v1,GCA_001592435.1,PRJNA224116,SAMN03324162,Complete Genome,Thermococcus peptonophilus,na,full,GCF_001592435.1,GCA_001592435.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/435/GCA_001592435.1_ASM159243v1,ASM159243v1
ASM159384v1,GCA_001593845.1,PRJNA312413,SAMN04412737,Scaffold,Candidatus Bathyarchaeota archaeon B63,na,full,GCA_001593845.1,GCA_001593845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/845/GCA_001593845.1_ASM159384v1,ASM159384v1
ASM159385v1,GCA_001593855.1,PRJNA312413,SAMN04412734,Scaffold,Candidatus Bathyarchaeota archaeon B25,na,full,GCA_001593855.1,GCA_001593855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/855/GCA_001593855.1_ASM159385v1,ASM159385v1
ASM159386v1,GCA_001593865.1,PRJNA312413,SAMN04412733,Scaffold,Candidatus Bathyarchaeota archaeon B24,na,full,GCA_001593865.1,GCA_001593865.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/865/GCA_001593865.1_ASM159386v1,ASM159386v1
ASM159387v1,GCA_001593875.1,PRJNA312413,SAMN04412732,Scaffold,Candidatus Bathyarchaeota archaeon B23,na,full,GCA_001593875.1,GCA_001593875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/875/GCA_001593875.1_ASM159387v1,ASM159387v1
ASM159392v1,GCA_001593925.1,PRJNA312413,SAMN04412735,Scaffold,Candidatus Bathyarchaeota archaeon B26-1,na,full,GCA_001593925.1,GCA_001593925.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/925/GCA_001593925.1_ASM159392v1,ASM159392v1
ASM159393v1,GCA_001593935.1,PRJNA312413,SAMN04412736,Scaffold,Candidatus Bathyarchaeota archaeon B26-2,na,full,GCA_001593935.1,GCA_001593935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/935/GCA_001593935.1_ASM159393v1,ASM159393v1
ASM159395v1,GCA_001593955.1,PRJNA224116,SAMN04516086,Contig,Halalkalicoccus paucihalophilus,representative genome,full,GCF_001593955.1,GCA_001593955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/955/GCA_001593955.1_ASM159395v1,ASM159395v1
ASM159578v1,GCA_001595785.1,PRJNA270657,SAMN04495915,Contig,Euryarchaeota archaeon SM23-78,na,full,GCA_001595785.1,GCA_001595785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/785/GCA_001595785.1_ASM159578v1,ASM159578v1
ASM159588v1,GCA_001595885.1,PRJNA270657,SAMN04495912,Scaffold,Euryarchaeota archaeon SG8-5,na,full,GCA_001595885.1,GCA_001595885.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/885/GCA_001595885.1_ASM159588v1,ASM159588v1
ASM159591v1,GCA_001595915.1,PRJNA270657,SAMN04495911,Contig,Thermoplasmatales archaeon SG8-52-3,na,full,GCA_001595915.1,GCA_001595915.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/915/GCA_001595915.1_ASM159591v1,ASM159591v1
ASM159594v1,GCA_001595945.1,PRJNA270657,SAMN04495914,Contig,Thermoplasmatales archaeon SM1-50,na,full,GCA_001595945.1,GCA_001595945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/945/GCA_001595945.1_ASM159594v1,ASM159594v1
ASM160237v1,GCA_001602375.1,PRJNA224116,SAMD00044723,Contig,Methanoculleus horonobensis,representative genome,full,GCF_001602375.1,GCA_001602375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/375/GCA_001602375.1_ASM160237v1,ASM160237v1
ASM160264v1,GCA_001602645.1,PRJNA284316,SAMN03837483,Scaffold,Methanosarcinales archaeon Methan_01,na,full,GCA_001602645.1,GCA_001602645.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/602/645/GCA_001602645.1_ASM160264v1,ASM160264v1
ASM162544v1,GCA_001625445.1,PRJNA224116,SAMN04592497,Contig,Haladaptatus sp. R4,na,full,GCF_001625445.1,GCA_001625445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/445/GCA_001625445.1_ASM162544v1,ASM162544v1
ASM162723v1,GCA_001627235.1,PRJNA289734,SAMN04534603,Scaffold,Nitrosopelagicus sp. REDSEA-S31_B2,na,full,GCA_001627235.1,GCA_001627235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/627/235/GCA_001627235.1_ASM162723v1,ASM162723v1
ASM162848v1,GCA_001628485.1,PRJNA289734,SAMN04534672,Scaffold,Marine group II euryarchaeote REDSEA-S11_B3N4,na,full,GCA_001628485.1,GCA_001628485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/485/GCA_001628485.1_ASM162848v1,ASM162848v1
ASM162920v1,GCA_001629205.1,PRJNA289734,SAMN04534676,Scaffold,Marine group II euryarchaeote REDSEA-S30_B12,na,full,GCA_001629205.1,GCA_001629205.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/205/GCA_001629205.1_ASM162920v1,ASM162920v1
ASM162923v1,GCA_001629235.1,PRJNA289734,SAMN04534681,Scaffold,Marine group II euryarchaeote REDSEA-S43_B8,na,full,GCA_001629235.1,GCA_001629235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/235/GCA_001629235.1_ASM162923v1,ASM162923v1
ASM162925v1,GCA_001629255.1,PRJNA289734,SAMN04534680,Scaffold,Marine group II euryarchaeote REDSEA-S42_B7,na,full,GCA_001629255.1,GCA_001629255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/629/255/GCA_001629255.1_ASM162925v1,ASM162925v1
ASM163926v1,GCA_001639265.1,PRJNA224116,SAMN04867340,Contig,Methanobrevibacter filiformis,representative genome,full,GCF_001639265.1,GCA_001639265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/265/GCA_001639265.1_ASM163926v1,ASM163926v1
ASM163927v1,GCA_001639275.1,PRJNA224116,SAMN04867341,Contig,Methanobrevibacter oralis,representative genome,full,GCF_001639275.1,GCA_001639275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/275/GCA_001639275.1_ASM163927v1,ASM163927v1
ASM163928v1,GCA_001639285.1,PRJNA224116,SAMN04867344,Contig,Methanobrevibacter cuticularis,representative genome,full,GCF_001639285.1,GCA_001639285.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/285/GCA_001639285.1_ASM163928v1,ASM163928v1
ASM163929v1,GCA_001639295.1,PRJNA224116,SAMN04867343,Contig,Methanobrevibacter curvatus,representative genome,full,GCF_001639295.1,GCA_001639295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/295/GCA_001639295.1_ASM163929v1,ASM163929v1
ASM164708v1,GCA_001647085.1,PRJNA224116,SAMN04915575,Complete Genome,Thermococcus piezophilus,representative genome,full,GCF_001647085.1,GCA_001647085.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/085/GCA_001647085.1_ASM164708v1,ASM164708v1
ASM166337v1,GCA_001663375.1,PRJNA224116,SAMN03580834,Contig,Caldivirga sp. MU80,na,full,GCF_001663375.1,GCA_001663375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/375/GCA_001663375.1_ASM166337v1,ASM166337v1
ASM171468v2,GCA_001714685.2,PRJNA330682,SAMN05438611,Contig,Methanosarcina sp. Ant1,na,full,GCA_001714685.2,GCA_001714685.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/714/685/GCA_001714685.2_ASM171468v2,ASM171468v2
ASM171701v1,GCA_001717015.1,PRJNA321438,SAMN04994461,Scaffold,Candidatus Methanosuratus petracarbonis,na,full,GCA_001717015.1,GCA_001717015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/015/GCA_001717015.1_ASM171701v1,ASM171701v1
ASM171702v1,GCA_001717025.1,PRJNA321438,SAMN04994460,Scaffold,Candidatus Methanomethylicus oleusabulum,na,full,GCA_001717025.1,GCA_001717025.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/025/GCA_001717025.1_ASM171702v1,ASM171702v1
ASM171703v1,GCA_001717035.1,PRJNA321438,SAMN04994459,Scaffold,Candidatus Methanomethylicus mesodigestum,na,full,GCA_001717035.1,GCA_001717035.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/035/GCA_001717035.1_ASM171703v1,ASM171703v1
ASM171912v1,GCA_001719125.1,PRJNA224116,SAMN05582949,Complete Genome,Sulfolobus sp. A20,na,full,GCF_001719125.1,GCA_001719125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/125/GCA_001719125.1_ASM171912v1,ASM171912v1
ASM172383v1,GCA_001723835.1,PRJNA270657,SAMN04979201,Scaffold,Candidatus Altiarchaeales archaeon WOR_SM1_79,na,full,GCA_001723835.1,GCA_001723835.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/835/GCA_001723835.1_ASM172383v1,ASM172383v1
ASM172384v1,GCA_001723845.1,PRJNA321288,SAMN04979179,Scaffold,Candidatus Altiarchaeales archaeon WOR_SM1_SCG,na,full,GCA_001723845.1,GCA_001723845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/845/GCA_001723845.1_ASM172384v1,ASM172384v1
ASM172385v1,GCA_001723855.1,PRJNA270657,SAMN04980912,Contig,Candidatus Altiarchaeales archaeon WOR_SM1_86-2,na,full,GCA_001723855.1,GCA_001723855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/855/GCA_001723855.1_ASM172385v1,ASM172385v1
ASM172996v1,GCA_001729965.1,PRJNA224116,SAMN03108761,Contig,Methanosphaera sp. WGK6,na,full,GCF_001729965.1,GCA_001729965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/965/GCA_001729965.1_ASM172996v1,ASM172996v1
ASM174278v1,GCA_001742785.1,PRJEB6121,SAMN05386354,Scaffold,Candidatus Altiarchaeales archaeon IMC4,na,full,GCA_001742785.1,GCA_001742785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/785/GCA_001742785.1_ASM174278v1,ASM174278v1
ASM174838v1,GCA_001748385.1,PRJNA224116,SAMD00042494,Contig,Vulcanisaeta thermophila,representative genome,full,GCF_001748385.1,GCA_001748385.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/385/GCA_001748385.1_ASM174838v1,ASM174838v1
ASM176142v1,GCA_001761425.1,PRJNA296403,SAMN04191486,Complete Genome,Nanohaloarchaea archaeon SG9,na,full,GCA_001761425.1,GCA_001761425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/425/GCA_001761425.1_ASM176142v1,ASM176142v1
ASM176681v1,GCA_001766815.1,PRJNA319143,SAMN04880560,Scaffold,Candidatus Syntrophoarchaeum caldarius,na,full,GCA_001766815.1,GCA_001766815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/815/GCA_001766815.1_ASM176681v1,ASM176681v1
ASM176682v1,GCA_001766825.1,PRJNA318983,SAMN04871411,Scaffold,Candidatus Syntrophoarchaeum butanivorans,na,full,GCA_001766825.1,GCA_001766825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/825/GCA_001766825.1_ASM176682v1,ASM176682v1
ASM176896v1,GCA_001768965.1,PRJNA288027,SAMN04316260,Scaffold,archaeon RBG_16_50_20,na,full,GCA_001768965.1,GCA_001768965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/768/965/GCA_001768965.1_ASM176896v1,ASM176896v1
ASM177424v1,GCA_001774245.1,PRJNA288027,SAMN04316267,Scaffold,Candidatus Bathyarchaeota archaeon RBG_13_52_12,na,full,GCA_001774245.1,GCA_001774245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/774/245/GCA_001774245.1_ASM177424v1,ASM177424v1
ASM177595v1,GCA_001775955.1,PRJNA288027,SAMN04316269,Scaffold,Candidatus Bathyarchaeota archaeon RBG_13_38_9,na,full,GCA_001775955.1,GCA_001775955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/955/GCA_001775955.1_ASM177595v1,ASM177595v1
ASM177596v1,GCA_001775965.1,PRJNA288027,SAMN04316270,Scaffold,Candidatus Bathyarchaeota archaeon RBG_13_60_20,na,full,GCA_001775965.1,GCA_001775965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/965/GCA_001775965.1_ASM177596v1,ASM177596v1
ASM177599v1,GCA_001775995.1,PRJNA288027,SAMN04316259,Scaffold,Candidatus Bathyarchaeota archaeon RBG_16_48_13,na,full,GCA_001775995.1,GCA_001775995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/775/995/GCA_001775995.1_ASM177599v1,ASM177599v1
ASM177601v1,GCA_001776015.1,PRJNA288027,SAMN04316258,Scaffold,Candidatus Bathyarchaeota archaeon RBG_16_57_9,na,full,GCA_001776015.1,GCA_001776015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/776/015/GCA_001776015.1_ASM177601v1,ASM177601v1
ASM178463v1,GCA_001784635.1,PRJNA288027,SAMN04316252,Scaffold,Candidatus Micrarchaeota archaeon RBG_16_49_10,na,full,GCA_001784635.1,GCA_001784635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/784/635/GCA_001784635.1_ASM178463v1,ASM178463v1
ASM178639v1,GCA_001786395.1,PRJNA288027,SAMN04316262,Scaffold,Candidatus Pacearchaeota archaeon RBG_13_36_9,na,full,GCA_001786395.1,GCA_001786395.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/786/395/GCA_001786395.1_ASM178639v1,ASM178639v1
ASM178641v1,GCA_001786415.1,PRJNA288027,SAMN04316271,Scaffold,Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9,na,full,GCA_001786415.1,GCA_001786415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/786/415/GCA_001786415.1_ASM178641v1,ASM178641v1
ASM180067v1,GCA_001800675.1,PRJNA288027,SAMN04316265,Scaffold,Euryarchaeota archaeon RBG_13_57_23,na,full,GCA_001800675.1,GCA_001800675.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/675/GCA_001800675.1_ASM180067v1,ASM180067v1
ASM180074v1,GCA_001800745.1,PRJNA288027,SAMN04316255,Scaffold,Euryarchaeota archaeon RBG_16_67_27,na,full,GCA_001800745.1,GCA_001800745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/745/GCA_001800745.1_ASM180074v1,ASM180074v1
ASM180081v1,GCA_001800815.1,PRJNA288027,SAMN04316249,Scaffold,Euryarchaeota archaeon RBG_19FT_COMBO_56_21,na,full,GCA_001800815.1,GCA_001800815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/815/GCA_001800815.1_ASM180081v1,ASM180081v1
ASM180082v1,GCA_001800825.1,PRJNA288027,SAMN04316248,Scaffold,Euryarchaeota archaeon RBG_19FT_COMBO_69_17,na,full,GCA_001800825.1,GCA_001800825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/800/825/GCA_001800825.1_ASM180082v1,ASM180082v1
amd i-plasma,GCA_001856825.1,PRJNA209804,SAMN02981546,Contig,Thermoplasmatales archaeon I-plasma,na,full,GCA_001856825.1,GCA_001856825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/825/GCA_001856825.1_amd_i-plasma,amd i-plasma
ASM186135v1,GCA_001861355.1,PRJNA224116,SAMN05328039,Contig,Natrialba sp. SSL1,na,full,GCF_001861355.1,GCA_001861355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/355/GCA_001861355.1_ASM186135v1,ASM186135v1
ASM187012v1,GCA_001870125.1,PRJNA317395,SAMN04606696,Complete Genome,Candidatus Nitrosocosmicus exaquare,na,full,GCA_001870125.1,GCA_001870125.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/125/GCA_001870125.1_ASM187012v1,ASM187012v1
ASM187141v1,GCA_001871415.1,PRJNA297582,SAMN04328224,Scaffold,Candidatus Woesearchaeota archaeon CG1_02_57_44,na,full,GCA_001871415.1,GCA_001871415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/415/GCA_001871415.1_ASM187141v1,ASM187141v1
ASM187147v1,GCA_001871475.1,PRJNA297582,SAMN04328173,Scaffold,Candidatus Micrarchaeota archaeon CG1_02_47_40,na,full,GCA_001871475.1,GCA_001871475.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/475/GCA_001871475.1_ASM187147v1,ASM187147v1
ASM187149v1,GCA_001871495.1,PRJNA297582,SAMN04328221,Scaffold,Candidatus Micrarchaeota archaeon CG1_02_51_15,na,full,GCA_001871495.1,GCA_001871495.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/495/GCA_001871495.1_ASM187149v1,ASM187149v1
ASM187153v1,GCA_001871535.1,PRJNA297582,SAMN04328169,Scaffold,Candidatus Micrarchaeota archaeon CG1_02_49_24,na,full,GCA_001871535.1,GCA_001871535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/535/GCA_001871535.1_ASM187153v1,ASM187153v1
ASM187159v1,GCA_001871595.1,PRJNA297582,SAMN04328170,Scaffold,Candidatus Micrarchaeota archaeon CG1_02_55_22,na,full,GCA_001871595.1,GCA_001871595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/595/GCA_001871595.1_ASM187159v1,ASM187159v1
ASM187218v1,GCA_001872185.1,PRJNA297582,SAMN04328218,Scaffold,Candidatus Pacearchaeota archaeon CG1_02_32_21,na,full,GCA_001872185.1,GCA_001872185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/872/185/GCA_001872185.1_ASM187218v1,ASM187218v1
ASM187231v1,GCA_001872315.1,PRJNA297582,SAMN04328220,Scaffold,Candidatus Pacearchaeota archaeon CG1_02_39_14,na,full,GCA_001872315.1,GCA_001872315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/872/315/GCA_001872315.1_ASM187231v1,ASM187231v1
ASM187384v1,GCA_001873845.1,PRJNA297582,SAMN04328315,Scaffold,Candidatus Altiarchaeum sp. CG2_30_32_3053,na,full,GCA_001873845.1,GCA_001873845.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/873/845/GCA_001873845.1_ASM187384v1,ASM187384v1
ASM187534v1,GCA_001875345.1,PRJNA335308,SAMN05509049,Contig,Marine Group III euryarchaeote CG-Epi1,na,full,GCA_001875345.1,GCA_001875345.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/345/GCA_001875345.1_ASM187534v1,ASM187534v1
ASM187536v1,GCA_001875365.1,PRJNA335308,SAMN05509052,Contig,Marine Group III euryarchaeote CG-Epi4,na,full,GCA_001875365.1,GCA_001875365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/365/GCA_001875365.1_ASM187536v1,ASM187536v1
ASM187542v1,GCA_001875425.1,PRJNA335308,SAMN05509055,Contig,Marine Group III euryarchaeote CG-Bathy1,na,full,GCA_001875425.1,GCA_001875425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/875/425/GCA_001875425.1_ASM187542v1,ASM187542v1
ASM188695v1,GCA_001886955.1,PRJNA224116,SAMN05363636,Complete Genome,Halodesulfurarchaeum formicicum,representative genome,full,GCF_001886955.1,GCA_001886955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/955/GCA_001886955.1_ASM188695v1,ASM188695v1
